planet_name,host_star_name,orbital_period_day,orbit_semi_major_axis_au,planet_rad_earth_rad,planet_rad_jup_rad,planet_mass_earth_mass,planet_mass_jup_mass,Eccentricity,planet_equil_temp_k,spectral_type,stellar_effective_temp_k,stellar_rad_solar_rad,stellar_mass_solar_mass,distance_parsec,stellar_surf_grav,declination_deg,discovery_method
EPIC 228836835 b,EPIC 228836835,0.7281215,,1.185,0.1055,,,,932,,3644,0.37,0.42,150.124,4.9,-5.2446247,Transit
EPIC 229004835 b,EPIC 229004835,16.13937467,0.1237,2.137333333,0.189333333,10.4,0.03272,0.23,771.5,,5874.666667,0.993333333,1.02,121.971,4.435,-1.4047214,Transit
EPIC 246851721 b,EPIC 246851721,6.18025145,0.07229,11.781,1.051,953.49,3,,1401,F5 V,6202,1.59,1.32,372.632,4.16,16.2786991,Transit
EPIC 248847494 b,EPIC 248847494,3650,4.5,12.442,1.11,4131.79,13,0,183,,4898,2.7,0.9,551.886,3.52,11.8427484,Transit
EPIC 249893012 b,EPIC 249893012,3.5951,0.047,1.95,0.174,8.75,0.02753,0.06,1616,G8 IV/V,5430,1.71,1.05,321.296,3.99,-16.7246474,Transit
EPIC 249893012 c,EPIC 249893012,15.624,0.13,3.67,0.327,14.67,0.04616,0.07,990,G8 IV/V,5430,1.71,1.05,321.296,3.99,-16.7246474,Transit
EPIC 249893012 d,EPIC 249893012,35.747,0.22,3.94,0.352,10.18,0.03203,0.15,752,G8 IV/V,5430,1.71,1.05,321.296,3.99,-16.7246474,Transit
FU Tau b,FU Tau,,763,,,5562.009865,17.5,,2467,M7.25,2838,,0.05,,,25.0506711,Imaging
G 196-3 b,G 196-3,,350,,,8263.53858,26,,1670,,,,,21.7912,,50.3861806,Imaging
G 264-012 b,G 264-012,2.30538,0.02279,,,2.5,0.00787,,587,M4.0 V,3326,0.3,0.3,16.009,4.85,66.803848,Radial Velocity
G 264-012 c,G 264-012,8.0518,0.0525,,,3.75,0.0118,,387,M4.0 V,3326,0.3,0.3,16.009,4.85,66.803848,Radial Velocity
G 9-40 b,G 9-40,5.745972867,0.0385,2.025,0.181,11.7,0.03681,0,456,M2.5 V,3362,0.31,0.29,27.9276,4.933333333,21.0747961,Transit
GJ 1002 b,GJ 1002,10.3465,0.0457,,,1.08,0.0034,,231,M5.5 V,3024,0.14,0.12,4.84867,5.1,-7.5462123,Radial Velocity
GJ 1002 c,GJ 1002,21.202,0.0738,,,1.36,0.00428,,182,M5.5 V,3024,0.14,0.12,4.84867,5.1,-7.5462123,Radial Velocity
GJ 1061 b,GJ 1061,3.204,0.021,,,1.37,0.00431,0.31,,M5.5 V,2953,0.16,0.12,3.67278,,-44.5143104,Radial Velocity
GJ 1061 c,GJ 1061,6.689,0.035,,,1.74,0.00547,0.29,,M5.5 V,2953,0.16,0.12,3.67278,,-44.5143104,Radial Velocity
GJ 1061 d,GJ 1061,13.031,0.054,,,1.64,0.00516,0.53,,M5.5 V,2953,0.16,0.12,3.67278,,-44.5143104,Radial Velocity
GJ 1132 b,GJ 1132,1.628930025,0.015315,1.24,0.110666667,1.6225,0.005105,0.11,527.3333333,M4.5 V,3270,0.2225,0.18,12.613,4.88,-47.1549358,Transit
GJ 1132 c,GJ 1132,8.929,0.0476,,,2.64,0.00831,0.27,300,,3270,0.21,0.18,12.613,,-47.1549358,Radial Velocity
GJ 1148 b,GJ 1148,41.384,0.166035333,,,99.71774333,0.31375,0.353333333,,,3310.523333,0.363333333,0.35,11.0143,4.873333333,42.7515862,Radial Velocity
GJ 1148 c,GJ 1148,534.24,0.9211,,,75.347695,0.23707,0.306,,,3322.285,0.365,0.355,11.0143,4.875,42.7515862,Radial Velocity
GJ 1151 c,GJ 1151,389.7,0.5714,,,10.62,0.03341,,,M 4.5V,3280,0.18,0.16,8.03625,5.09,48.3732334,Radial Velocity
GJ 1214 b,GJ 1214,1.580404161,0.014686667,2.656666667,0.237555556,6.94875,0.021844286,0.04184,573.8,M4 V,3070.25,0.208823529,0.167142857,14.6427,5.008125,4.9606795,Transit
GJ 1252 b,GJ 1252,0.51823956,0.009155,1.188666667,0.105666667,1.576666667,0.00496,0,1089,M3,3458,0.39,0.38,20.373,,-56.4622865,Transit
GJ 1265 b,GJ 1265,3.6511,0.026,,,7.4,0.02328,0.04,,M4.5 V,3236,0.19,0.18,10.2525,5.09,-17.6870623,Radial Velocity
GJ 143 b,GJ 143,35.600765,0.19235,2.61,0.233,26.665,0.083895,0.2565,422,K4.5,4640,0.71,0.745,16.32,4.61,-63.500166,Transit
GJ 15 A b,GJ 15 A,11.4424,0.0723,,,4.604956667,0.014486667,0.056333333,550,M1,3638.89,0.383333333,0.386666667,3.56228,4.886666667,44.0247296,Radial Velocity
GJ 15 A c,GJ 15 A,7600,5.4,,,36,0.11327,0.27,,M1,3607,0.38,0.38,3.56228,4.87,44.0247296,Radial Velocity
GJ 160.2 b,GJ 160.2,5.2354,0.053,,,10.2,0.03209,0.06,,M0 V,4347,,0.69,25.8557,,-20.8564724,Radial Velocity
GJ 163 b,GJ 163,8.63182,0.0607,,,10.6,0.03335,0.073,,,,,,15.1285,,-53.3711768,Radial Velocity
GJ 163 c,GJ 163,25.63058,0.1254,,,6.8,0.0214,0.099,,,,,,15.1285,,-53.3711768,Radial Velocity
GJ 163 d,GJ 163,603.95116,1.0304,,,29.4,0.0925,0.373,,,,,,15.1285,,-53.3711768,Radial Velocity
GJ 179 b,GJ 179,2308,2.452333333,,,267.18465,0.840666667,0.186,,M2 V,3383.926667,0.38,0.37,12.356,4.843333333,6.4752347,Radial Velocity
GJ 180 b,GJ 180,17.2565,0.0975,,,7.395,0.023265,0.09,,M2 V,3371,,0.43,11.9407,,-17.776194,Radial Velocity
GJ 180 c,GJ 180,24.329,0.129,,,6.4,0.02014,0.09,,M2 V,3371,,0.43,11.9407,,-17.776194,Radial Velocity
GJ 180 d,GJ 180,106.3,0.309,,,7.56,0.02379,0.14,,,,,0.43,11.9407,,-17.776194,Radial Velocity
GJ 2030 b,GJ 2030,2.38129,0.034,,,4.76743,0.015,0.239,,,,,0.96,37.0788,,-7.7950429,Radial Velocity
GJ 2030 c,GJ 2030,25533.11353,16.761,,,4069.15709,12.803,0.041,,,,,0.96,37.0788,,-7.7950429,Radial Velocity
GJ 2056 b,GJ 2056,69.971,0.283,,,16.2,0.05097,0.72,,,,,0.62,28.4434,,-24.8921008,Radial Velocity
GJ 229 A c,GJ 229,121.96384,0.3615,,,7.924685,0.024935,0.278,,,,,0.545,5.75624,,-21.8677233,Radial Velocity
GJ 229 b,GJ 229,525.5299833,0.984666667,,,18.47198,0.058116667,0.201333333,,M1/M2 V,3564,,0.556666667,5.75624,,-21.8677233,Radial Velocity
GJ 251 b,GJ 251,14.238,0.0818,,,4,0.01259,0.1,351,M3.0 V,3451,0.36,0.36,5.58057,4.96,33.2664632,Radial Velocity
GJ 27.1 b,GJ 27.1,15.819,0.101,,,13,0.0409,0.08,,M0.5 V,3542,,0.53,23.6062,,-44.2541679,Radial Velocity
GJ 273 b,GJ 273,18.6498,0.091101,,,2.89,0.00909,0.1,,M3.5,3382,0.29,0.29,5.921535,,5.225807,Radial Velocity
GJ 273 c,GJ 273,4.7234,0.036467,,,1.18,0.00371,0.17,,M3.5,3382,0.29,0.29,5.921535,,5.225807,Radial Velocity
GJ 3021 b,GJ 3021,133.71,0.49,,,1071.04,3.37,0.511,350,G6 V,5540,0.9,0.9,17.5559,4.7,-79.8514218,Radial Velocity
GJ 3082 b,GJ 3082,11.949,0.079,,,8.2,0.0258,0.22,,,,,0.47,16.6186,,-53.9407751,Radial Velocity
GJ 3090 b,GJ 3090,2.8531054,0.03165,2.13,0.19,3.34,0.01051,0.32,693,M2 V,3556,0.52,0.52,22.4751,4.73,-46.7147234,Transit
GJ 3138 b,GJ 3138,1.22003,0.0197,,,1.78,0.0056,0.19,,M0,3717,0.5,0.68,28.4712,,-16.3392495,Radial Velocity
GJ 3138 c,GJ 3138,5.974,0.057,,,4.18,0.01315,0.11,,M0,3717,0.5,0.68,28.4712,,-16.3392495,Radial Velocity
GJ 3138 d,GJ 3138,257.8,0.698,,,10.5,0.03304,0.32,,M0,3717,0.5,0.68,28.4712,,-16.3392495,Radial Velocity
GJ 317 b,GJ 317,693.98,1.10775,,,580.48401,1.826455,0.11775,,M2.5 V,3501.365,0.43,0.3875,15.1968,4.82,-23.452809,Radial Velocity
GJ 317 c,GJ 317,7387.83075,12.00333333,,,544.83628,1.71424,0.3845,,M2.5 V,3501.365,0.43,0.3825,15.1968,4.82,-23.452809,Radial Velocity
GJ 3222 b,GJ 3222,10.66669,0.091,,,11.44182,0.036,0.929,,,,,0.89,18.23817,,-40.0762325,Radial Velocity
GJ 328 b,GJ 328,3935.5,4.305,,,764.37465,2.405,0.2985,,M0.0,3898.5,0.63,0.67,20.5266,4.64,1.5420011,Radial Velocity
GJ 328 c,GJ 328,241.8,0.657,,,21.4,0.06733,,,M0.0,3897,0.63,0.65,20.5266,4.64,1.5420011,Radial Velocity
GJ 3293 b,GJ 3293,30.59935,0.143395,,,24.63,0.07753,0.065,,M2.5,3466,0.4,0.42,20.1903,,-25.1713396,Radial Velocity
GJ 3293 c,GJ 3293,123.1848,0.362875,,,23.405,0.07368,0.22,,M2.5,3466,0.4,0.42,20.1903,,-25.1713396,Radial Velocity
GJ 3293 d,GJ 3293,48.1345,0.19394,,,7.6,0.02391,0.12,,M2.5,3466,0.4,0.42,20.1903,,-25.1713396,Radial Velocity
GJ 3293 e,GJ 3293,13.2543,0.08208,,,3.28,0.01032,0.21,,M2.5,3466,0.4,0.42,20.1903,,-25.1713396,Radial Velocity
GJ 3323 b,GJ 3323,5.3636,0.03282,,,2.02,0.00636,0.23,,M4,3159,0.12,0.16,5.37484,,-6.9485133,Radial Velocity
GJ 3323 c,GJ 3323,40.54,0.1264,,,2.31,0.00727,0.17,,M4,3159,0.12,0.16,5.37484,,-6.9485133,Radial Velocity
GJ 3341 b,GJ 3341,14.207,0.089,,,6.6,0.0208,0.31,,M2.5,3526,0.44,0.47,23.619,,-31.2948458,Radial Velocity
GJ 338 B b,GJ 338 B,24.436,0.1415,,,10.435,0.03283,0.1095,391,M0 V,4009.5,0.58,0.64,6.33256,4.68,52.6835211,Radial Velocity
GJ 3470 b,GJ 3470,3.3366994,0.034566,4.28,0.381,13.70166667,0.043066667,0.04975,607,M1.5,3595.555556,0.511,0.524,29.4214,4.72,15.391209,Radial Velocity
GJ 3473 b,GJ 3473,1.1980035,0.01589,1.264,0.113,1.86,0.00585,0,773,,3347,0.36,0.36,27.3644,4.81,3.3371629,Transit
GJ 3473 c,GJ 3473,15.509,0.0876,,,7.41,0.02331,0,329,,3347,0.36,0.36,27.3644,4.81,3.3371629,Radial Velocity
GJ 3512 b,GJ 3512,203.64,0.3375,,,146.67818,0.4615,0.4378,,M5.5 V,3081,0.14,0.12,9.48637,,59.4918364,Radial Velocity
GJ 3512 c,GJ 3512,1599.6,1.292,,,63.56568,0.2,0.0183,,M5.5 V,3081,0.14,0.12,9.48637,,59.4918364,Radial Velocity
GJ 357 b,GJ 357,3.930647667,0.0355,1.2085,0.108,1.84,0.00579,,521.5,M2.5 V,3505,0.34,0.34,9.44181,4.94,-21.6650634,Transit
GJ 357 c,GJ 357,9.1247,0.061,,,3.4,0.0107,,401,M2.5 V,3505,0.34,0.34,9.44181,4.94,-21.6650634,Radial Velocity
GJ 357 d,GJ 357,55.661,0.204,,,6.1,0.01919,,220,M2.5 V,3505,0.34,0.34,9.44181,4.94,-21.6650634,Radial Velocity
GJ 3634 b,GJ 3634,2.64561,0.0287,,,8.4,0.026,0.08,,M2.5,,0.43,0.45,20.3779,,-31.1443383,Radial Velocity
GJ 367 b,GJ 367,0.32194225,0.007095,0.7085,0.063,0.5895,0.001855,0.03,1555,M1.0 V,3522,0.46,0.455,9.41263,4.78,-45.7790165,Transit
GJ 367 c,GJ 367,11.5301,,,,4.13,0.01299,0.09,,M1.0 V,3522,0.46,0.46,9.41263,4.78,-45.7790165,Radial Velocity
GJ 367 d,GJ 367,34.369,,,,6.03,0.01897,0.14,,M1.0 V,3522,0.46,0.46,9.41263,4.78,-45.7790165,Radial Velocity
GJ 3779 b,GJ 3779,3.0232,0.026,,,8,0.02517,0.07,,M4.0 V,3324,0.28,0.27,13.743,5.05,24.4639425,Radial Velocity
GJ 3929 b,GJ 3929,2.61625475,0.025445,1.12,0.1,1.48,0.00466,0,568.5,M3.5 V,3376.5,0.32,0.31,15.8095,4.865,35.4081141,Transit
GJ 3929 c,GJ 3929,15.04,0.081,,,5.71,0.01797,0,317,,3384,0.32,0.31,15.8095,4.89,35.4081141,Radial Velocity
GJ 393 b,GJ 393,7.02679,0.05402,,,1.71,0.00538,,485,M2.0 V,3579,0.43,0.43,7.03149,4.88,0.8378485,Radial Velocity
GJ 3942 b,GJ 3942,6.905,0.0608,,,7.14,0.02246,0.121,590,M0,3867,0.61,0.63,16.9287,4.65,52.9441443,Radial Velocity
GJ 3988 b,GJ 3988,6.9442,0.0405,,,3.69,0.01161,0,348,M4.5 V,3273,0.2,0.18,9.9105,4.92,51.4089795,Radial Velocity
GJ 3998 b,GJ 3998,2.64977,0.029,,,2.47,0.00777,0,,M1,3722,0.49,0.5,18.1459,4.77,11.0561751,Radial Velocity
GJ 3998 c,GJ 3998,13.74,0.089,,,6.26,0.0197,0.049,,M1,3722,0.49,0.5,18.1459,4.77,11.0561751,Radial Velocity
GJ 411 b,GJ 411,12.9442,0.0787775,,,2.7933125,0.0087875,0.1245,360,M1.5 V,3650.7375,0.38,0.39,5.675773,4.886666667,35.972317,Radial Velocity
GJ 414 A b,GJ 414 A,51.2125,0.23635,2.63,0.235,8.917035,0.028055,0.365,309,K7 V,4162.965,0.675,0.67,11.8893,4.635,30.4451688,Radial Velocity
GJ 414 A c,GJ 414 A,747.265,1.412,8.4,0.749,56.155215,0.176685,0.145,125,K7 V,4162.965,0.675,0.67,11.8893,4.635,30.4451688,Radial Velocity
GJ 422 b,GJ 422,23.145,0.115,,,10.485,0.03299,0.08,,M3.5 V,3323,,0.35,12.6631,,-57.5425629,Radial Velocity
GJ 4276 b,GJ 4276,13.352,0.082,,,16.57,0.05213,0.37,,M4.0,3387,0.41,0.41,21.3362,4.97,59.412503,Radial Velocity
GJ 433 b,GJ 433,7.3705,0.06,,,5.8724,0.0184225,0.0625,,M1.5,3511,0.5,0.5075,9.06456,4.81,-32.5436302,Radial Velocity
GJ 433 c,GJ 433,4247.0525,4.2095,,,38.711,0.1218,0.1,,M1.5 V,3472,,0.48,9.06456,,-32.5436302,Radial Velocity
GJ 433 d,GJ 433,36.059,0.178,,,5.223,0.01643,0.07,,,,,0.48,9.06456,,-32.5436302,Radial Velocity
GJ 436 b,GJ 436,2.64171034,0.028813571,4.137111111,0.368555556,22.681156,0.071422,0.1574975,663.5,M2.5 V,3446.256875,0.445333333,0.447647059,9.75321,4.783333333,26.7030669,Radial Velocity
GJ 463 b,GJ 463,3448,3.53,,,905.81096,2.85,0.09,,M3 V,3540,0.49,0.49,18.3554,4.86,64.0324311,Radial Velocity
GJ 480 b,GJ 480,9.567,0.068,,,13.2,0.04153,0.1,,M3.5 Ve,,,0.45,14.2358,,11.6950708,Radial Velocity
GJ 486 b,GJ 486,1.467119,0.01734,1.305,0.116,2.82,0.00887,0.05,701,M3.5 V,3340,0.33,0.32,8.07426,,9.7494181,Radial Velocity
GJ 504 b,GJ 504,,43.5,,,1271.3,4,,510,G0 V,6234,,1.22,17.5299,4.6,9.4249781,Imaging
GJ 514 b,GJ 514,140.43,0.422,,,5.2,0.01636,0.45,202,M0.5-1.0 V,3728,0.5,0.51,7.61778,4.76,10.3725387,Radial Velocity
GJ 536 b,GJ 536,8.7078,0.066805,,,5.94,0.018685,0.0995,,M1 V,3679.5,0.505,0.515,10.4092,4.74,-2.6522901,Radial Velocity
GJ 581 b,GJ 581,5.36809,0.040702667,,,15.848505,0.049821667,0.007,,M3 V,3427.463333,0.312,0.312,6.2981,4.906666667,-7.7226935,Radial Velocity
GJ 581 c,GJ 581,12.91914,0.0725366,,,5.433094,0.01712,0.0754,,M3 V,3427.463333,0.3175,0.3125,6.2981,4.906666667,-7.7226935,Radial Velocity
GJ 581 e,GJ 581,3.1500225,0.02890075,,,1.74925,0.005465,0.03125,,M3 V,3396,0.316666667,0.31,6.2981,4.89,-7.7226935,Radial Velocity
GJ 625 b,GJ 625,14.628,0.078361,,,2.82,0.00887,0.13,,M2,3499,0.31,0.3,6.47249,4.94,54.3033625,Radial Velocity
GJ 649 b,GJ 649,601.0666667,1.1265,,,91.21551333,0.287,0.184333333,,M1.0,3747.073333,0.5,0.526666667,10.3796,4.76,25.7419719,Radial Velocity
GJ 667 C b,GJ 667 C,7.200792,0.04998275,,,5.63525,0.0179725,0.1548,,M1.5 V,3550,,0.33,7.24396,4.69,-34.9977651,Radial Velocity
GJ 667 C c,GJ 667 C,28.1345,0.1245025,,,4.03725,0.0131,0.17325,,M1.5 V,3550,,0.33,7.24396,4.69,-34.9977651,Radial Velocity
GJ 667 C e,GJ 667 C,62.24,0.213,,,2.7,0.008,0.02,,M1.5 V,3350,,0.33,7.24396,4.69,-34.9977651,Radial Velocity
GJ 667 C f,GJ 667 C,39.026,0.156,,,2.7,0.008,0.03,,M1.5 V,3350,,0.33,7.24396,4.69,-34.9977651,Radial Velocity
GJ 667 C g,GJ 667 C,256.2,0.549,,,4.6,0.014,0.08,,M1.5 V,3350,,0.33,7.24396,4.69,-34.9977651,Radial Velocity
GJ 674 b,GJ 674,4.6938,0.039,,,11.09,0.035,0.2,,M2.5,3600,,0.35,4.54896,,-46.8989826,Radial Velocity
GJ 676 A b,GJ 676 A,1053.289052,1.7974,,,1734.812186,5.4604,0.3252,,M0 V,3734,0.69,0.69,16.0272,4.62,-51.6377777,Radial Velocity
GJ 676 A c,GJ 676 A,10629.21151,8.163,,,3224.692435,10.146,0.295,,,,,0.63,16.0272,,-51.6377777,Radial Velocity
GJ 676 A d,GJ 676 A,3.60042,0.04015,,,4.204646667,0.013333333,0.201333333,,M0 V,,,0.67,16.0272,,-51.6377777,Radial Velocity
GJ 676 A e,GJ 676 A,35.41119333,0.184,,,8.758133333,0.027333333,0.172333333,,M0 V,,,0.67,16.0272,,-51.6377777,Radial Velocity
GJ 680 b,GJ 680,17281.66514,10.138,,,7977.49302,25.1,0.381,,,,,0.46,9.67315,,-48.6788427,Radial Velocity
GJ 682 b,GJ 682,17.478,0.08,,,4.4,0.01384,0.08,,M3.5 V,3028,,0.27,5.00671,,-44.3232519,Radial Velocity
GJ 682 c,GJ 682,57.32,0.176,,,8.7,0.02737,0.1,,M3.5 V,3028,,0.27,5.00671,,-44.3232519,Radial Velocity
GJ 685 b,GJ 685,24.16,0.1344,,,9,0.02832,0,,M0.5,3816,0.54,0.55,14.3155,4.72,61.6793482,Radial Velocity
GJ 687 b,GJ 687,38.1435,0.1655825,,,18.0599275,0.056855,0.10075,,M3 V,3438.1,0.416666667,0.42,4.54939,4.84,68.3336741,Radial Velocity
GJ 687 c,GJ 687,727.562,1.165,,,16,0.05034,0.4,,,,,0.4,4.54939,,68.3336741,Radial Velocity
GJ 720 A b,GJ 720 A,19.466,0.119,,,13.64,0.04292,0.12,401,M0.5 V,3837,0.56,0.57,15.5575,4.71,45.7456038,Radial Velocity
GJ 724 b,GJ 724,5.101284,0.04685,,,10.75,0.03382,0.577,611,M1.0 V,3799,0.52,0.53,16.9658,4.88,-13.3824997,Radial Velocity
GJ 740 b,GJ 740,2.37756,0.029,,,2.96,0.00931,0.24,829,M1.0 V,3913,0.56,0.58,11.1017,4.68,5.902867,Radial Velocity
GJ 806 b,GJ 806,0.9263237,0.01406,1.331,0.119,1.9,0.00598,,940,M1.5 V,3600,0.41,0.41,12.0445,4.98,44.5002351,Transit
GJ 806 c,GJ 806,6.64064,0.0523,,,5.8,0.01825,,490,M1.5 V,3600,0.41,0.41,12.0445,4.98,44.5002351,Radial Velocity
GJ 832 b,GJ 832,3608.6,3.53,,,237.07177,0.746,0.0798,,M1 V,3533.666667,0.46,0.448,4.96435,4.7225,-49.0125169,Radial Velocity
GJ 849 b,GJ 849,1903.044286,2.3565,,,287.1760643,0.903571429,0.0445,,M3.5,3419.42,0.4775,0.504285714,8.80058,4.79,-4.6408317,Radial Velocity
GJ 849 c,GJ 849,6269.333333,4.962,,,293.5675033,0.923666667,0.0955,,M3.5,3514.84,0.46,0.48,8.80058,4.795,-4.6408317,Radial Velocity
GJ 86 b,GJ 86,15.76460667,0.112333333,,,1310.5006,4.123333333,0.042533333,,,5166.5,0.77,0.833333333,10.7836,4.61,-50.8209945,Radial Velocity
GJ 876 b,GJ 876,61.0106675,0.21191775,,,755.3497413,2.3766475,0.066625,,M4 V,3275.548,0.345,0.34375,4.67517,4.87,-14.2665958,Radial Velocity
GJ 876 c,GJ 876,30.19364571,0.132647,,,242.7351143,0.763742857,0.223444286,,M4 V,3276.685,0.344,0.344285714,4.67517,4.87,-14.2665958,Radial Velocity
GJ 876 d,GJ 876,1.937844857,0.021213833,,,7.001354286,0.021534286,0.144571429,,M4 V,3276.685,0.344,0.344285714,4.67517,4.87,-14.2665958,Radial Velocity
GJ 876 e,GJ 876,124.3866667,0.343566667,,,16.39371667,0.051603333,0.042,,,3271,0.325,0.343333333,4.67517,4.87,-14.2665958,Radial Velocity
GJ 887 b,GJ 887,9.262,0.068,,,4.2,0.01321,0,468,M1 V,3688,0.47,0.49,3.29,4.78,-35.8530693,Radial Velocity
GJ 887 c,GJ 887,21.789,0.12,,,7.6,0.02391,,352,M1 V,3688,0.47,0.49,3.29,4.78,-35.8530693,Radial Velocity
GJ 896 A b,GJ 896 A,284.39,0.63965,,,718.2922,2.26,0.35,,M3.5 V,,,0.44,6.26022,,19.9370011,Astrometry
GJ 9066 c,GJ 9066,769.6235,0.875,,,69.171985,0.21764,0.395,,M4.5 V,3154,0.16,0.15,4.471,5.01,13.0443172,Radial Velocity
GJ 9404 b,GJ 9404,13.4586,0.0943,,,11.9,0.03744,0.49,,,,,0.62,23.8839,,28.3827126,Radial Velocity
GJ 96 b,GJ 96,73.94,0.291,,,19.66,0.06186,0.44,,M2,3785,,0.6,11.9315,,47.8802075,Radial Velocity
GJ 9689 b,GJ 9689,18.27,0.1139,,,9.65,0.03036,0.29,453,M0.5,3836,0.57,0.59,30.6203,4.69,13.3888921,Radial Velocity
GJ 9714 b,GJ 9714,19240.75467,12.319,,,2988.54051,9.403,0.155,,,,,0.67,20.5121,,-32.5250028,Radial Velocity
GJ 9827 b,GJ 9827,1.208976988,0.01933,1.587857143,0.141714286,4.388333333,0.013808333,0.0315,1108,K6 V,4266.75,0.61375,0.6275,29.661,4.684285714,-1.2853435,Transit
GJ 9827 c,GJ 9827,3.648106029,0.040386667,1.246833333,0.111333333,1.574,0.00495,0.047,766.6,K6 V,4268.428571,0.615714286,0.63,29.661,4.681666667,-1.2853435,Transit
GJ 9827 d,GJ 9827,6.201508133,0.05756,2.024,0.1805,3.628,0.011414,0.065,642.4,K6 V,4270.666667,0.61,0.625,29.661,4.678,-1.2853435,Transit
GPX-1 b,GPX-1,1.744579,0.0338,16.477,1.47,6261.21962,19.7,0,2300,F2,7000,1.56,1.68,655.013,4.27,56.025708,Transit
GQ Lup b,GQ Lup,,100,42.5805,3.8,8104.365,25.5,,2525,K7e V,4360,1.94,0.7,151.169,,-35.6515055,Imaging
GSC 06214-00210 b,GSC 06214-00210,,313.3333333,20.176,1.8,4831.5375,15.375,,2266.666667,K7,4277.333333,0.9,0.7725,108.5,4.37,-20.7193398,Imaging
GU Psc b,GU Psc,,2000,14.179,1.265,3591.3,11.3,,1050,M3,,,0.33,47.5501,,17.0650029,Imaging
Gaia-1 b,Gaia-1,3.052524,0.04047,13.776,1.229,533.95172,1.68,,,,5470,0.95,0.95,363.66,,-0.5771099,Transit
Gaia-2 b,Gaia-2,3.6915224,0.0467,14.818,1.322,259.66581,0.817,,,,5720,1.06,1,209.229,,67.2526565,Transit
Gl 378 b,Gl 378,3.822,0.039435,,,13.02,0.04097,0.109,830,M1,3879,0.56,0.56,14.9545,,48.0824515,Radial Velocity
Gl 49 b,Gl 49,13.8508,0.0905,,,5.63,0.01771,0.363,,M1.5 V,3805,0.51,0.52,9.8528,4.69,62.3454386,Radial Velocity
Gl 686 b,Gl 686,15.53116333,0.091233333,,,6.788,0.021356667,0.042333333,379,M1,3657.666667,0.426666667,0.426666667,8.15728,4.86,18.5959509,Radial Velocity
HAT-P-1 b,HAT-P-1,4.464928177,0.055338571,14.35325,1.2805,167.8487856,0.528111111,0.0022,1313.833333,G0 V,5996.873846,1.146363636,1.13,158.979,4.393,38.674919,Transit
HAT-P-11 b,HAT-P-11,4.887805232,0.05276625,4.711545455,0.4135,25.694674,0.080844,0.1048,816.1428571,K4,4770.341333,0.747333333,0.813333333,37.7647,4.57,48.0818635,Transit
HAT-P-11 c,HAT-P-11,3402,4.13,,,619.0045,1.947595,0.6025,,,4780,0.68,0.81,37.7647,,48.0818635,Radial Velocity
HAT-P-12 b,HAT-P-12,3.212780682,0.038205,11.40683333,1.017666667,66.21262286,0.208328571,0.010166667,963.2,K4,4644.145,0.698181818,0.728333333,142.751,4.61,43.49331,Transit
HAT-P-13 b,HAT-P-13,2.916242726,0.0430825,15.2624,1.3596,280.2693683,0.881833333,0.0144,1696.5,G4,5653,1.6,1.253333333,246.81,4.13,47.3519076,Transit
HAT-P-13 c,HAT-P-13,441.6025,1.223,,,4664.004325,14.675,0.665775,340,G4,5653,1.66,1.286666667,246.81,4.13,47.3519076,Radial Velocity
HAT-P-14 b,HAT-P-14,4.627666773,0.060475,13.60216667,1.2135,775.2285514,2.439142857,0.102066667,1602,F,6612.29,1.537777778,1.519,222.663,4.22,38.2421682,Transit
HAT-P-15 b,HAT-P-15,10.86349153,0.09645,11.97133333,1.068,625.95964,1.9695,0.1956,904,G5,5568,1.0775,1.008,192.516,4.38,39.460602,Transit
HAT-P-16 b,HAT-P-16,2.775966903,0.041313333,14.17375,1.2645,1335.891818,4.2032,0.038642857,1598.5,F8,6158,1.24,1.216666667,226.637,4.34,42.4630961,Transit
HAT-P-17 b,HAT-P-17,10.3385286,0.0882,11.47033333,1.023333333,177.2668775,0.55775,0.34354,792,K,5261.16,0.845,0.887142857,92.3831,4.528,30.4881882,Transit
HAT-P-17 c,HAT-P-17,3722,4.275,,,804.0968,2.53,0.257,,K,5276.32,0.84,0.88,92.3831,4.535,30.4881882,Radial Velocity
HAT-P-18 b,HAT-P-18,5.508020551,0.05592,10.97366667,0.979,61.6583925,0.194,0.0715,846.5,K2,4808.125,0.74375,0.77,161.4,4.581428571,33.0123251,Transit
HAT-P-19 b,HAT-P-19,4.008782269,0.04641,12.22566667,1.090666667,90.36806333,0.284333333,0.053666667,995.5,K1,4988.166667,0.808333333,0.833333333,202.078,4.55,34.7114025,Transit
HAT-P-2 b,HAT-P-2,5.631227253,0.0680525,12.24225,1.0925,2914.480548,9.17,0.51218,1538.5,F8,6321.2,1.536,1.375,127.774,4.17,41.0479601,Transit
HAT-P-2 c,HAT-P-2,8500,,,,3400.76395,10.7,0.37,,,,,1.33,127.774,,41.0479601,Radial Velocity
HAT-P-20 b,HAT-P-20,2.87840291,0.03605,10.16875,0.90725,2305.88898,7.2552,0.0137,1004.5,K3,4597.004286,0.686666667,0.752857143,71.0374,4.61,24.3361185,Transit
HAT-P-21 b,HAT-P-21,4.124483068,0.04945,11.79933333,1.052666667,1366.968733,4.301,0.22575,1283,G3,5588,1.144,1.066,277.278,4.33,41.0280207,Transit
